0,1,2
G8667001003,"Residual score for the elbow, wrist or hand impairment successfully calculated",Rafscrs ewh scor >= 0       0
G8668001003,"Residual score for the elbow, wrist or hand impairment successfully calculated",Rafscrs ewh scor < 0        0
G8669001003,"Risk-adjusted functional status change residual score for the elbow, wrist or",Rafscrs                     0
G8670001003,"Residual score for the elbow, wrist or hand impairment not measured because the",Rafs crs ewh no scor no surv0
G8671001003,"Risk-adjusted functional status change residual score for the neck, cranium,",Rafscrs goi scor >= 0       0
G8672001003,"Risk-adjusted functional status change residual score for the neck, cranium,",Rafscrs goi scor < 0        0
G8673001003,"Risk-adjusted functional status change residual score for the neck, cranium,",Rafscrs goi no scor         0
G8674001003,"Risk-adjusted functional status change residual score for the neck, cranium,","Rafscrs neck, no msr/no foto0"
G8682001003,Lvf testing documented as being performed prior to discharge or in the previous,Lvg test perf               0
G8683001003,Lvf testing not performed prior to discharge or in the previous 12 months for a,Pt not elig for lvf test    0
G8685001003,Lvf testing not documented as being performed prior to discharge or in the,Lvf test not perf           0
G8694001003,Current or prior left ventricular ejection fraction (lvef) < = 40% or,Lvef <=40%                  0
G8696001003,Antithrombotic therapy prescribed at discharge,Antithromb thx presc        0
G8697001003,"Antithrombotic therapy not prescribed for documented reasons (e.g., patient had",Antithromb no presc doc reas0
G8698001003,"Antithrombotic therapy was not prescribed at discharge, reason not given",Antithromb no presc no reas 0
G8699001003,"Rehabilitation services (occupational, physical or speech) ordered at or prior",Rehab ordered disch         0
G8700001003,"Rehabilitation services (occupational, physical or speech) not indicated at or",Rehab not indicated disch   0
G8701001003,"Rehabilitation services were not ordered, reason not otherwise specified",Rehab not ordered           0
G8702001003,Documentation that prophylactic antibiotics were given within 4 hours prior to,Antiobiotics 4 hr prior surg0
G8703001003,Documentation that prophylactic antibiotics were neither given within 4 hours,Antibiotics not prior surg  0
G8704001003,12-lead electrocardiogram (ecg) performed,Ecg performed               0
G8705001003,Documentation of medical reason(s) for not performing a 12-lead,Med reas no ecg             0
G8706001003,Documentation of patient reason(s) for not performing a 12-lead,Pt reas no ecg              0
G8707001003,"12-lead electrocardiogram (ecg) not performed, reason not given",Ecg not performed           0
G8708001003,Patient not prescribed antibiotic,Antibiotic not pres         0
G8709001003,Uri episodes when the patient had competing diagnoses on or three days after,Uri ep compete diag         0
G8710001003,Patient prescribed antibiotic,Pt pres antibiotic          0
G8711001003,Prescribed antibiotic on or within 3 days after the episode date,Pres antibx on/within 3 day 0
G8712001003,Antibiotic not prescribed or dispensed,Not pres antibiotic         0
G8713001003,Spkt/v greater than or equal to 1.2 (single-pool clearance of urea [kt] /,Spkt/v great 1.2 kt/v       0
G8714001003,Hemodialysis treatment performed exactly three times per week for > 90 days,Hemodialysis 3 times week   0
G8717001003,"Spkt/v less than 1.2 (single-pool clearance of urea [kt] / volume [v]), reason",Less 1.2 kt/v               0
G8718001003,Total kt/v greater than or equal to 1.7 per week (total clearance of urea [kt],Great 1.7 kt/v per week     0
G8720001003,Total kt/v less than 1.7 per week (total clearance of urea [kt] / volume [v]),Less 1.7 kt/v per week      0
G8721001003,"Pt category (primary tumor), pn category (regional lymph nodes), and histologic","Pt, pn, hist grade doc      0"
G8722001003,"Documentation of medical reason(s) for not including the pt category, the pn","Med reas pt, pn, not doc    0"
G8723001003,Specimen site is other than anatomic location of primary tumor,Spec sit not prim tumor     0
G8724001003,"Pt category, pn category and histologic grade were not documented in the","Pt, pn, hist grade not doc  0"
G8725001003,"Fasting lipid profile performed (triglycerides, ldl-c, hdl-c and total",Lipid profile perf doc      0
G8726001003,"Clinician has documented reason for not performing fasting lipid profile (e.g.,",Doc reas no lipid profile   0
G8728001003,"Fasting lipid profile not performed, reason not given",Lipid profile not perf      0
G8730001003,Pain assessment documented as positive using a standardized tool and a,Pain doc pos and plan       0
G8731001003,"Pain assessment using a standardized tool is documented as negative, no",Pain neg no plan            0
G8732001003,"No documentation of pain assessment, reason not given",No doc of pain              0
G8733001003,Elder maltreatment screen documented as positive and a follow-up plan is,Doc pos elder mal scrn plan 0
G8734001003,"Elder maltreatment screen documented as negative, follow-up is not required",Doc neg eld req             0
G8735001003,"Elder maltreatment screen documented as positive, follow-up plan not",Eld mal scrn pos no plan    0
G8736001003,Most current ldl-c <100mg/dl,Ldl-c <100mg/dl             0
G8737001003,Most current ldl-c >=100mg/dl,Ldl-c >=100mg/dl            0
G8738001003,Left ventricular ejection fraction (lvef) < 40% or documentation of severely or,Lvef < 40%                  0
G8739001003,Left ventricular ejection fraction (lvef) >= 40% or documentation as normal or,Lvef >= 40%                 0
G8740001003,"Left ventricular ejection fraction (lvef) not performed or assessed, reason not",Lvef not perfrmd            0
G8749001003,"Absence of signs of melanoma (tenderness, jaundice, localized neurologic signs",No signs melanoma           0
G8751001003,"Smoking status and exposure to second hand smoke in the home not assessed,",Smkg status not assess      0
G8752001003,Most recent systolic blood pressure < 140 mmhg,Sys bp less 140             0
G8753001003,Most recent systolic blood pressure >= 140 mmhg,Sys bp > or = 140           0
G8754001003,Most recent diastolic blood pressure < 90 mmhg,Dias bp less 90             0
G8755001003,Most recent diastolic blood pressure >= 90 mmhg,Dias bp > or = 90           0
G8756001003,"No documentation of blood pressure measurement, reason not given",No bp measure doc           0
G8757001003,All quality actions for the applicable measures in the chronic obstructive,Copd mg qual act perform    0
G8758001003,All quality actions for the applicable measures in the inflammatory bowel,Ibd mg qual act perform     0
G8759001003,All quality actions for the applicable measures in the sleep apnea measures,Osa mg qual act perform     0
G8761001003,All quality actions for the applicable measures in the dementia measures group,Dementia mg qual act perform0
G8762001003,All quality actions for the applicable measures in the parkinson's disease,Pd mg qual act perform      0
G8763001003,All quality actions for the applicable measures in the hypertension (htn),Hyperten mg qual act perform0
G8764001003,All quality actions for the applicable measures in the cardiovascular,Car prev mg qual act perform0
G8765001003,All quality actions for the applicable measures in the cataract measures group,Cataract mg qual act perform0
G8767001003,"Lipid panel results documented and reviewed (must include total cholesterol,",Lipid panel res doc rev     0
G8768001003,"Documentation of medical reason(s) for not performing lipid profile (e.g.,",Doc med reas no lipid profle0
G8769001003,"Lipid profile not performed, reason not given",Lipid profile not perform   0
G8770001003,Urine protein test result documented and reviewed,Urine protein test doc rev  0
G8771001003,Documentation of diagnosis of chronic kidney disease,Doc dx ckd                  0
G8772001003,"Documentation of medical reason(s) for not performing urine protein test (e.g.,",Doc med reas no urine protn 0
G8773001003,"Urine protein test was not performed, reason not given",No urine protein test       0
G8774001003,Serum creatinine test result documented and reviewed,Serum creatinine doc rev    0
G8775001003,Documentation of medical reason(s) for not performing serum creatinine test,Doc med reas no serum crtn  0
G8776001003,"Serum creatinine test not performed, reason not given",No serum creatinine test    0
G8777001003,Diabetes screening test performed,Diabetes screen             0
G8778001003,Documentation of medical reason(s) for not performing diabetes screening test,Doc med reas no diabete scrn0
G8779001003,"Diabetes screening test not performed, reason not given",No diabetes screen          0
G8780001003,Counseling for diet and physical activity performed,Counsel diet phys activity  0
G8781001003,Documentation of medical reason(s) for patient not receiving counseling for,Doc med reas no counsel diet0
G8782001003,"Counseling for diet and physical activity not performed, reason not given",No counsel diet phys act    0
G8783001003,"Normal blood pressure reading documented, follow-up not required",Bp scrn perf rec interval   0
G8784001003,"Patient not eligible (e.g., documentation the patient is not eligible due to",Pt no elig for bp assess    0
G8784002004,"active diagnosis of hypertension, patient refuses, urgent or emergent situation",)
