icd10_code,parent_title,definition
N649,Other disorders of breast,
N70,Salpingitis and oophoritis,
N700,Salpingitis and oophoritis,
N701,Salpingitis and oophoritis,
N709,Salpingitis and oophoritis,
N71,"Inflammatory disease of uterus, except cervix",
N710,"Inflammatory disease of uterus, except cervix",
N711,"Inflammatory disease of uterus, except cervix",
N719,"Inflammatory disease of uterus, except cervix",
N72,Inflammatory disease of cervix uteri,
N73,Other female pelvic inflammatory diseases,
N730,Other female pelvic inflammatory diseases,
N731,Other female pelvic inflammatory diseases,
N732,Other female pelvic inflammatory diseases,
N733,Other female pelvic inflammatory diseases,
N734,Other female pelvic inflammatory diseases,
N735,Other female pelvic inflammatory diseases,
N736,Other female pelvic inflammatory diseases,
N738,Other female pelvic inflammatory diseases,
N739,Other female pelvic inflammatory diseases,
N74,Female pelvic inflammatory disorders in diseases classified elsewhere,
N740,Female pelvic inflammatory disorders in diseases classified elsewhere,
N741,Female pelvic inflammatory disorders in diseases classified elsewhere,
N742,Female pelvic inflammatory disorders in diseases classified elsewhere,
N743,Female pelvic inflammatory disorders in diseases classified elsewhere,
N744,Female pelvic inflammatory disorders in diseases classified elsewhere,
N748,Female pelvic inflammatory disorders in diseases classified elsewhere,
N75,Diseases of Bartholin gland,
N750,Diseases of Bartholin gland,
N751,Diseases of Bartholin gland,
N758,Diseases of Bartholin gland,
N759,Diseases of Bartholin gland,
N76,Other inflammation of vagina and vulva,
N760,Other inflammation of vagina and vulva,
N761,Other inflammation of vagina and vulva,
N762,Other inflammation of vagina and vulva,
N763,Other inflammation of vagina and vulva,
N764,Other inflammation of vagina and vulva,
N765,Other inflammation of vagina and vulva,
N766,Other inflammation of vagina and vulva,
N768,Other inflammation of vagina and vulva,
N77,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,
N770,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,
N771,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,
N778,Vulvovaginal ulceration and inflammation in diseases classified elsewhere,
N80,Endometriosis,
N800,Endometriosis,
N801,Endometriosis,
N802,Endometriosis,
N803,Endometriosis,
N804,Endometriosis,
N805,Endometriosis,
N806,Endometriosis,
N808,Endometriosis,
N809,Endometriosis,
N81,Female genital prolapse,
N810,Female genital prolapse,
N811,Female genital prolapse,
N812,Female genital prolapse,
N813,Female genital prolapse,
N814,Female genital prolapse,
N815,Female genital prolapse,
N816,Female genital prolapse,
N818,Female genital prolapse,
N819,Female genital prolapse,
N82,Fistulae involving female genital tract,
N820,Fistulae involving female genital tract,
N821,Fistulae involving female genital tract,
N822,Fistulae involving female genital tract,
N823,Fistulae involving female genital tract,
N824,Fistulae involving female genital tract,
N825,Fistulae involving female genital tract,
N828,Fistulae involving female genital tract,
N829,Fistulae involving female genital tract,
N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N830,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N831,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N832,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N833,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N834,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N835,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N836,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N837,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N838,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N839,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",
N84,Polyp of female genital tract,
N840,Polyp of female genital tract,
N841,Polyp of female genital tract,
N842,Polyp of female genital tract,
N843,Polyp of female genital tract,
N848,Polyp of female genital tract,
N849,Polyp of female genital tract,
N85,"Other noninflammatory disorders of uterus, except cervix",
N850,"Other noninflammatory disorders of uterus, except cervix",
N851,"Other noninflammatory disorders of uterus, except cervix",
N852,"Other noninflammatory disorders of uterus, except cervix",
N853,"Other noninflammatory disorders of uterus, except cervix",
N854,"Other noninflammatory disorders of uterus, except cervix",
N855,"Other noninflammatory disorders of uterus, except cervix",
N856,"Other noninflammatory disorders of uterus, except cervix",
N857,"Other noninflammatory disorders of uterus, except cervix",
N858,"Other noninflammatory disorders of uterus, except cervix",
N859,"Other noninflammatory disorders of uterus, except cervix",
N86,Erosion and ectropion of cervix uteri,
N87,Dysplasia of cervix uteri,
N870,Dysplasia of cervix uteri,
N871,Dysplasia of cervix uteri,
N872,Dysplasia of cervix uteri,
N879,Dysplasia of cervix uteri,
N88,Other noninflammatory disorders of cervix uteri,
N880,Other noninflammatory disorders of cervix uteri,
N881,Other noninflammatory disorders of cervix uteri,
N882,Other noninflammatory disorders of cervix uteri,
N883,Other noninflammatory disorders of cervix uteri,
N884,Other noninflammatory disorders of cervix uteri,
N888,Other noninflammatory disorders of cervix uteri,
N889,Other noninflammatory disorders of cervix uteri,
N89,Other noninflammatory disorders of vagina,
N890,Other noninflammatory disorders of vagina,
N891,Other noninflammatory disorders of vagina,
N892,Other noninflammatory disorders of vagina,
N893,Other noninflammatory disorders of vagina,
N894,Other noninflammatory disorders of vagina,
N895,Other noninflammatory disorders of vagina,
N896,Other noninflammatory disorders of vagina,
N897,Other noninflammatory disorders of vagina,
N898,Other noninflammatory disorders of vagina,
N899,Other noninflammatory disorders of vagina,
N90,Other noninflammatory disorders of vulva and perineum,
N900,Other noninflammatory disorders of vulva and perineum,
N901,Other noninflammatory disorders of vulva and perineum,
N902,Other noninflammatory disorders of vulva and perineum,
N903,Other noninflammatory disorders of vulva and perineum,
N904,Other noninflammatory disorders of vulva and perineum,
N905,Other noninflammatory disorders of vulva and perineum,
N906,Other noninflammatory disorders of vulva and perineum,
N907,Other noninflammatory disorders of vulva and perineum,
N908,Other noninflammatory disorders of vulva and perineum,
N909,Other noninflammatory disorders of vulva and perineum,
N91,"Absent, scanty and rare menstruation",
N910,"Absent, scanty and rare menstruation",
N911,"Absent, scanty and rare menstruation",
N912,"Absent, scanty and rare menstruation",
N913,"Absent, scanty and rare menstruation",
N914,"Absent, scanty and rare menstruation",
N915,"Absent, scanty and rare menstruation",
N92,"Excessive, frequent and irregular menstruation",
N920,"Excessive, frequent and irregular menstruation",
N921,"Excessive, frequent and irregular menstruation",
N922,"Excessive, frequent and irregular menstruation",
N923,"Excessive, frequent and irregular menstruation",
N924,"Excessive, frequent and irregular menstruation",
N925,"Excessive, frequent and irregular menstruation",
N926,"Excessive, frequent and irregular menstruation",
N93,Other abnormal uterine and vaginal bleeding,
N930,Other abnormal uterine and vaginal bleeding,
N938,Other abnormal uterine and vaginal bleeding,
N939,Other abnormal uterine and vaginal bleeding,
N94,Pain and other conditions associated with female genital organs and menstrual cycle,
N940,Pain and other conditions associated with female genital organs and menstrual cycle,
N941,Pain and other conditions associated with female genital organs and menstrual cycle,
N942,Pain and other conditions associated with female genital organs and menstrual cycle,
N943,Pain and other conditions associated with female genital organs and menstrual cycle,
N944,Pain and other conditions associated with female genital organs and menstrual cycle,
N945,Pain and other conditions associated with female genital organs and menstrual cycle,
N946,Pain and other conditions associated with female genital organs and menstrual cycle,
N948,Pain and other conditions associated with female genital organs and menstrual cycle,
N949,Pain and other conditions associated with female genital organs and menstrual cycle,
N95,Menopausal and other perimenopausal disorders,
N950,Menopausal and other perimenopausal disorders,
N951,Menopausal and other perimenopausal disorders,
N952,Menopausal and other perimenopausal disorders,
N953,Menopausal and other perimenopausal disorders,
N958,Menopausal and other perimenopausal disorders,
N959,Menopausal and other perimenopausal disorders,
N96,Habitual aborter,
N97,Female infertility,
N970,Female infertility,
N971,Female infertility,
N972,Female infertility,
N973,Female infertility,
N974,Female infertility,
N978,Female infertility,
N979,Female infertility,
N98,Complications associated with artificial fertilization,
N980,Complications associated with artificial fertilization,
N981,Complications associated with artificial fertilization,
N982,Complications associated with artificial fertilization,
N983,Complications associated with artificial fertilization,
N988,Complications associated with artificial fertilization,
N989,Complications associated with artificial fertilization,
N99,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N990,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N991,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N992,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N993,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N994,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N995,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N998,"Postprocedural disorders of genitourinary system, not elsewhere classified",
N999,"Postprocedural disorders of genitourinary system, not elsewhere classified",
O00,Ectopic pregnancy,
O000,Ectopic pregnancy,
O001,Ectopic pregnancy,
O002,Ectopic pregnancy,
O008,Ectopic pregnancy,
O009,Ectopic pregnancy,
O01,Hydatidiform mole,
O010,Hydatidiform mole,
O011,Hydatidiform mole,
O019,Hydatidiform mole,
O02,Other abnormal products of conception,
O020,Other abnormal products of conception,
O021,Other abnormal products of conception,
O028,Other abnormal products of conception,
O029,Other abnormal products of conception,
O03,Spontaneous abortion,
O030,Spontaneous abortion,
O031,Spontaneous abortion,
O032,Spontaneous abortion,
O033,Spontaneous abortion,
O034,Spontaneous abortion,
O035,Spontaneous abortion,
O036,Spontaneous abortion,
O037,Spontaneous abortion,
O038,Spontaneous abortion,
O039,Spontaneous abortion,
O04,Medical abortion,
O040,Medical abortion,
O041,Medical abortion,
O042,Medical abortion,
O043,Medical abortion,
O044,Medical abortion,
O045,Medical abortion,
O046,Medical abortion,
O047,Medical abortion,
O048,Medical abortion,
O049,Medical abortion,
O05,Other abortion,
O050,Other abortion,
O051,Other abortion,
O052,Other abortion,
O053,Other abortion,
O054,Other abortion,
O055,Other abortion,
O056,Other abortion,
O057,Other abortion,
O058,Other abortion,
O059,Other abortion,
O06,Unspecified abortion,
O060,Unspecified abortion,
O061,Unspecified abortion,
O062,Unspecified abortion,
O063,Unspecified abortion,
O064,Unspecified abortion,
O065,Unspecified abortion,
O066,Unspecified abortion,
O067,Unspecified abortion,
O068,Unspecified abortion,
O069,Unspecified abortion,
O07,Failed attempted abortion,
O070,Failed attempted abortion,
O071,Failed attempted abortion,
O072,Failed attempted abortion,
O073,Failed attempted abortion,
O074,Failed attempted abortion,
O075,Failed attempted abortion,
O076,Failed attempted abortion,
O077,Failed attempted abortion,
O078,Failed attempted abortion,
O079,Failed attempted abortion,
O08,Complications following abortion and ectopic and molar pregnancy,
O080,Complications following abortion and ectopic and molar pregnancy,
O081,Complications following abortion and ectopic and molar pregnancy,
O082,Complications following abortion and ectopic and molar pregnancy,
O083,Complications following abortion and ectopic and molar pregnancy,
O084,Complications following abortion and ectopic and molar pregnancy,
O085,Complications following abortion and ectopic and molar pregnancy,
O086,Complications following abortion and ectopic and molar pregnancy,
O087,Complications following abortion and ectopic and molar pregnancy,
O088,Complications following abortion and ectopic and molar pregnancy,
O089,Complications following abortion and ectopic and molar pregnancy,
